date,topology,bias,max_generations,max_per_generation,log
13-03-2021-14:00:37,"[2, 16, 16, 16, 3]",0.016,1000,5,"['Individuo 0 | Fitness 1.74224522959188 | Fit Err 1.5176917976155353', 'Individuo 1 | Fitness 1.5049090030255463 | Fit Err 1.1323605046536416', 'Individuo 2 | Fitness 1.5241512581478742 | Fit Err 1.1615032873942923', 'Individuo 3 | Fitness 0.9616850586144177 | Fit Err 0.46240945918052184', 'Individuo 4 | Fitness 1.50690995280075 | Fit Err 1.135373733875451', 'Best fitness: 0.9616850586144177', 'Geracao: 1 de 1000', 'Individuo 0 | Fitness 1.488480230131386 | Fit Err 1.1077718129936904', 'Individuo 1 | Fitness 1.5020100458739327 | Fit Err 1.128002068902648', 'Individuo 2 | Fitness 1.102929321435572 | Fit Err 0.6082155147979512', 'Individuo 3 | Fitness 1.566736534483087 | Fit Err 1.2273160169266917', 'Individuo 4 | Fitness 1.5263718733239642 | Fit Err 1.1648902841685205', 'Best fitness: 1.102929321435572', 'Geracao: 2 de 1000', 'Individuo 0 | Fitness 1.501203897311867 | Fit Err 1.1267915586631962', 'Individuo 1 | Fitness 1.4931229320406585 | Fit Err 1.1146931139135259']"
