date,topology,bias,max_generations,max_per_generation,log
13-03-2021-14:07:45,"[2, 16, 16, 16, 3]",0.016,1000,5,"['Individuo 0 | Fitness 0.9283501445092538 | Fit Err 0.43063853536182345', 'Individuo 1 | Fitness 1.2777070317469605 | Fit Err 0.8158843623782902', 'Individuo 2 | Fitness 1.581172807939127 | Fit Err 1.24957941744067', 'Individuo 3 | Fitness 1.5675144393364966 | Fit Err 1.2280805494324047', 'Individuo 4 | Fitness 1.5808065382091492 | Fit Err 1.2490004586609345', 'Best fitness: 0.9283501445092538', 'Geracao: 1 de 1000', 'Individuo 0 | Fitness 0.11344726758908953 | Fit Err 0.006401152081438516', 'Individuo 1 | Fitness 1.5803262840595238 | Fit Err 1.2482415291594735', 'Individuo 2 | Fitness 0.826377060673087 | Fit Err 0.3412016550851436', 'Individuo 3 | Fitness 1.48678165164787 | Fit Err 1.10481385034289', 'Individuo 4 | Fitness 1.4157958731378901 | Fit Err 1.001814283435199', 'Best fitness: 0.11344726758908953', 'Geracao: 2 de 1000', 'Individuo 0 | Fitness 1.572321891550597 | Fit Err 1.2356264137571584', 'Individuo 1 | Fitness 1.5735614770776631 | Fit Err 1.2375758376282953', 'Individuo 2 | Fitness 3.2787078372309604 | Fit Err 5.373978973608691', 'Individuo 3 | Fitness 0.9785422037582341 | Fit Err 0.4784789046068832', 'Individuo 4 | Fitness 1.5720078436905893 | Fit Err 1.235132772959261', 'Best fitness: 0.9785422037582341', 'Geracao: 3 de 1000', 'Individuo 0 | Fitness 1.0200392039914186 | Fit Err 0.519934022078526', 'Individuo 1 | Fitness 0.13741745164308844 | Fit Err 0.009400597772547349', 'Individuo 2 | Fitness 1.014757808834795 | Fit Err 0.5145623229529468', 'Individuo 3 | Fitness 0.5436629176500285 | Fit Err 0.14762163013857585', 'Individuo 4 | Fitness 2.2684393090896147 | Fit Err 2.572227962718757', 'Best fitness: 0.13741745164308844', 'Geracao: 4 de 1000', 'Individuo 0 | Fitness 0.6869098165629781 | Fit Err 0.23571652010032326', 'Individuo 1 | Fitness 0.6727419541136803 | Fit Err 0.2260890908261125', 'Individuo 2 | Fitness 1.5212993395119578 | Fit Err 1.156719495397906', 'Individuo 3 | Fitness 1.6805994170197447 | Fit Err 1.411703065418447', 'Individuo 4 | Fitness 0.12349096703015912 | Fit Err 0.007588007178912876', 'Best fitness: 0.12349096703015912', 'Geracao: 5 de 1000', 'Individuo 0 | Fitness 0.45128085976146515 | Fit Err 0.10169186793559513', 'Individuo 1 | Fitness 1.5623255791522948 | Fit Err 1.219961954963031', 'Individuo 2 | Fitness 0.3216602043810046 | Fit Err 0.05163619047990052', 'Individuo 3 | Fitness 0.9525486115892815 | Fit Err 0.4533887091368572', 'Individuo 4 | Fitness 2.0797342370266714 | Fit Err 2.162023373059347', 'Best fitness: 0.3216602043810046', 'Geracao: 6 de 1000', 'Individuo 0 | Fitness 0.5460645680035202 | Fit Err 0.14892948184403454', 'Individuo 1 | Fitness 1.5716903003784142 | Fit Err 1.2346337380616814', 'Individuo 2 | Fitness 0.5918626578792755 | Fit Err 0.17497318909859638', 'Individuo 3 | Fitness 1.2884726608850094 | Fit Err 0.8296944021257828', 'Individuo 4 | Fitness 0.29295362828493415 | Fit Err 0.0428230730741682', 'Best fitness: 0.29295362828493415', 'Geracao: 7 de 1000', 'Individuo 0 | Fitness 0.10029823411499918 | Fit Err 0.0049998234130590935', 'Individuo 1 | Fitness 1.0663782751840871 | Fit Err 0.5682614444097391', 'Individuo 2 | Fitness 0.8888533347027372 | Fit Err 0.3947635143056773', 'Individuo 3 | Fitness 0.10456836029017047 | Fit Err 0.0054359454788004', 'Individuo 4 | Fitness 0.04581299799594296 | Fit Err 0.001035716493289354', 'Best fitness: 0.04581299799594296', 'Geracao: 8 de 1000', 'Individuo 0 | Fitness 1.9502001834885294 | Fit Err 1.9010553627843003', 'Individuo 1 | Fitness 0.26742196203289315 | Fit Err 0.0356770713001512', 'Individuo 2 | Fitness 1.3148944589384095 | Fit Err 0.8640792957357849', 'Individuo 3 | Fitness 1.4787822210256458 | Fit Err 1.0929548389444634', 'Individuo 4 | Fitness 2.804607707457835 | Fit Err 3.932070859053708', 'Best fitness: 0.26742196203289315', 'Geracao: 9 de 1000', 'Individuo 0 | Fitness 0.13003632221268968 | Fit Err 0.008415756650637419', 'Individuo 1 | Fitness 1.7782911786515976 | Fit Err 1.5806263156814486', 'Individuo 2 | Fitness 1.3627104420445255 | Fit Err 0.9280811062959797', 'Individuo 3 | Fitness 0.11380264044729735 | Fit Err 0.006441424694254231']"
