date,topology,bias,max_generations,max_per_generation,log
13-03-2021-17:40:27,"[2, 16, 16, 16, 3]",0.016,200,10,['Individuo 0 | Fitness 0.4367583100321255 | Fit Err 0.09524792819804949']
