date,topology,bias,max_generations,max_per_generation,log
13-03-2021-13:58:38,"[2, 16, 16, 16, 3]",0.016,1000,10,"['Individuo 0 | Fitness 1.6926465119387986 | Fit Err 1.4325091807741712', 'Individuo 1 | Fitness 1.4620007717715817 | Fit Err 1.0687085083726324', 'Individuo 2 | Fitness 1.440402766066521 | Fit Err 1.0373656602683818', 'Individuo 3 | Fitness 2.1168515905495737 | Fit Err 2.2405091597402245', 'Individuo 4 | Fitness 1.4176388690427002 | Fit Err 1.0048358051716426', 'Individuo 5 | Fitness 1.5718143540981424 | Fit Err 1.2352844637809393', 'Individuo 6 | Fitness 1.7542496259242573 | Fit Err 1.5386783325814388', 'Individuo 7 | Fitness 1.5893373917507352 | Fit Err 1.2629807790845973', 'Individuo 8 | Fitness 1.4145122761569577 | Fit Err 1.000408344626607', 'Individuo 9 | Fitness 1.868153314874713 | Fit Err 1.7449797224555403', 'Best fitness: 1.4145122761569577', 'Geracao: 1 de 1000', 'Individuo 0 | Fitness 1.5639260262977186 | Fit Err 1.2229166686554231', 'Individuo 1 | Fitness 1.7024497478365217 | Fit Err 1.4491505475068396', 'Individuo 2 | Fitness 1.3049491361302838 | Fit Err 0.8514330745022256', 'Individuo 3 | Fitness 1.4159756290418037 | Fit Err 1.0024793313138753', 'Individuo 4 | Fitness 1.5916896326270458 | Fit Err 1.2667220264598835', 'Individuo 5 | Fitness 1.7539639420892703 | Fit Err 1.5381772154852456', 'Individuo 6 | Fitness 1.5601058249622521 | Fit Err 1.216949491532325', 'Individuo 7 | Fitness 1.4185064118212347 | Fit Err 1.006066035174859', 'Individuo 8 | Fitness 1.5803934632546197 | Fit Err 1.2488059454643328', 'Individuo 9 | Fitness 1.1355602563991176 | Fit Err 0.6447371924040508', 'Best fitness: 1.1355602563991176', 'Geracao: 2 de 1000', 'Individuo 0 | Fitness 1.7245532006390278 | Fit Err 1.487024625435151', 'Individuo 1 | Fitness 1.5102215618075718 | Fit Err 1.1403694807086326', 'Individuo 2 | Fitness 1.3815157845061352 | Fit Err 0.9542791163119559', 'Individuo 3 | Fitness 1.744322568039073 | Fit Err 1.5213131675095328', 'Individuo 4 | Fitness 1.6275635535202975 | Fit Err 1.3244652847882739', 'Individuo 5 | Fitness 1.424051846422782 | Fit Err 1.013947590181603', 'Individuo 6 | Fitness 1.523584848009575 | Fit Err 1.1606401587436999', 'Individuo 7 | Fitness 1.7548699334481657 | Fit Err 1.53976669301085', 'Individuo 8 | Fitness 1.0596941406875204 | Fit Err 0.5614652390123243', 'Individuo 9 | Fitness 2.1073040914363887 | Fit Err 2.2203441939013575', 'Best fitness: 1.0596941406875204', 'Geracao: 3 de 1000', 'Individuo 0 | Fitness 1.4154110743741415 | Fit Err 1.001680100669737', 'Individuo 1 | Fitness 1.6113574852735721 | Fit Err 1.2982203591487322', 'Individuo 2 | Fitness 1.9487208561343998 | Fit Err 1.8987370004080326', 'Individuo 3 | Fitness 1.5851316367175674 | Fit Err 1.2563053015950898', 'Individuo 4 | Fitness 1.4120606253689443 | Fit Err 0.9969434843024132', 'Individuo 5 | Fitness 2.201411089202808 | Fit Err 2.4230833777716545', 'Individuo 6 | Fitness 1.4423668799900098 | Fit Err 1.0401966846272577', 'Individuo 7 | Fitness 1.5154997605135139 | Fit Err 1.1483546071106536', 'Individuo 8 | Fitness 1.9537829192340133 | Fit Err 1.9086143099660988', 'Individuo 9 | Fitness 1.0823586948214017 | Fit Err 0.5857393485907958', 'Best fitness: 1.0823586948214017', 'Geracao: 4 de 1000', 'Individuo 0 | Fitness 1.7489433859448296 | Fit Err 1.529383994236223', 'Individuo 1 | Fitness 1.8852285652726741 | Fit Err 1.77702451942438', 'Individuo 2 | Fitness 1.5368535740212708 | Fit Err 1.1809440855052364', 'Individuo 3 | Fitness 1.294560711263433 | Fit Err 0.83793077201633', 'Individuo 4 | Fitness 1.7399367493949471 | Fit Err 1.5136725466300334', 'Individuo 5 | Fitness 1.6367595507000132 | Fit Err 1.3394745458583475', 'Individuo 6 | Fitness 1.4417467813056306 | Fit Err 1.0393024732847598', 'Individuo 7 | Fitness 1.5251198884684234 | Fit Err 1.1629800859520834', 'Individuo 8 | Fitness 1.6775270353597997 | Fit Err 1.4070317019611658', 'Individuo 9 | Fitness 1.086677439159018 | Fit Err 0.5904230616642089', 'Best fitness: 1.086677439159018', 'Geracao: 5 de 1000', 'Individuo 0 | Fitness 2.238332784348611 | Fit Err 2.5050444434670593', 'Individuo 1 | Fitness 1.5574683188217604 | Fit Err 1.212838207433552', 'Individuo 2 | Fitness 1.648852968967722 | Fit Err 1.3593415681571461', 'Individuo 3 | Fitness 1.4941457291630076 | Fit Err 1.116220788580736', 'Individuo 4 | Fitness 2.3593126887689135 | Fit Err 2.7831545886161124', 'Individuo 5 | Fitness 1.4583916900241154 | Fit Err 1.0634385768987975', 'Individuo 6 | Fitness 1.4865449645566537 | Fit Err 1.1048931004247258']"
